Facility Name,Region,DataSource,IndividualId,Company/First Name,CAM,Care Team,Care Team Clinical Mgr,Telmediq ID,Facility Type,Status,Client Status,Facility NPI #,AddressLine1,City,State,StateCode,PostalCode,County,Work Phone,fax,Fax to Send Notes,Fax to Send Sched,Email,Email to Send Schedule,Lab,Lab Sched Day,Xray/Imaging,Home Health,Hospice,Total Patients,BHI Volume,CCM Volume,Telehealth Volume,Primary Care Volume,Primary Care ALF Volume,Primary Care SNF Volume,Primary Care IL Volume,Psychiatry Volume,Psychotherapy Volume,Ortho Volume,Mental Health Volume,Dermatology Volume,Podiatry Volume,Specialty Volume,Pain Volume,Wound Care Volume,MCO,APCM Volume,VBLTC Volume,Competitor,Licensed Bed #,Current Census #,Eventus EMR,Facility EMR MA Access,PC Provider 1,PC Provider 1 NPI,PC Sched Days 1,PC Provider 2,PC Provider 2 NPI,PC Sched Days 2,PC Provider 3,PC Sched Days 3,Medical Director,PC Sched Days 4,PC Provider - 4,PC Provider 1 / CTA,PC Provider 1 CTA,PC Provider 1 MA,PC Provider 2 MA,PC Start Date,PC Frequency,Medical Director Name,Psychiatry Provider 1,Psychiatry Provider 1 NPI,Psychiatry Sched Days 1,Psychiatry Provider 2,Psychiatry Provider 2 NPI,Psychiatry Sched Days 2,Psychiatry Provider 1 MA,Psychiatry Provider 2 MA,Psychiatry Provider 1 / CTA,Psychiatry Provider 1 CTA,Psychiatry Provider 2 CTA,Psychiatry Start Date,Psychiatry Frequency,Psychotherapy Provider 1,Psychotherapy Provider 1 NPI,Psychotherapy Sched Day 1,Psychotherapy Provider 2,Psychotherapy Sched Day 2,Psychotherapy Prov 1 MA,Psychotherapy Prov 2 MA,Psychotherapy Provider 2 NPI,Psychotherapy Provider 1 CTA,Psychotherapy Start Date,Psychotherapy Frequency,Podiatry Provider 1,Podiatry Provider 1 NPI,Podiatry Provider 2,Podiatry Provider 1 MA,Podiatry Sched Day 1,Podiatry Sched Day 2,Podiatry Start Date,Podiatry Frequency,Pain Provider 1,Pain Provider 1 MA,Pain Sched Day 1,Pain Provider 2,Pain Provider 2 MA,Pain Sched Day 2,Pain Start Date,Pain Frequency,Pain Freq Other,Pain Status,Wound Care Provider 1,Wound Care Provider 1 NPI,Wound Care Provider 1 MA,Wound Care Sched Day 1,Wound Care Provider 2,Wound Care Provider 2 MA,Wound Care Sched Day 2,Wound Care Start Date,Wound Care Frequency,Wound Care Freq Other,Wound Care Status,Specialty Provider 1,Specialty Provider 1 MA,Specialty Sched Day 1,Specialty Provider 2,Specialty Provider 2 MA,Specialty Sched Day 2,Specialty Start Date,Specialty Frequency,Specialty Freq Other,Specialty Status,Title/Position,Title,Parent Company,Legacy EMR,Mobile Phone,Alternate Phone,Contact 1,Contact 1 Email,Contact 1 Title/Position,Contact 1 Mobile Phone,Contact 1 Work Phone,Contact 1 Alternate Phone,Contact 2,Contact 2 Email,Contact 2 Title/Position,Contact 2 Mobile Phone,Contact 2 Work Phone,Contact 2 Alternate Phone,Contact 3,Contact 3 Email,Contact 3 Title Position,Contact 3 Mobile Phone,Contact 3 Work Phone,Contact 3 Alternate Phone,Contact 4,Contact 4 Email,Contact 4 Title/Position,Contact 4 Mobile Phone,Contact 4 Work Phone,Contact 4 Alternate Phone,Contact 5,Contact 5 Email,Contact 5 Title/Position,Contact 5 Mobile Phone,Contact 5 Work Phone,Contact 5 Alternate Phone,Contact 6,Contact 6 Email,Contact 6 Title/Position,Contact 6 Mobile Phone,Contact 6 Work Phone,Contact 6 Alternate Phone,Source System ID,AdvMD ID,AdvMD Name,Auto Sending of Sched,Attending MDDO,Attending MDDO NPI,Medical Director NPI,Back Up Lab,LTC ACO,ACO Reach,RMAL,Pharmacy,ACO Physician,ACO Physician NPI,EOD Report,BHI Coordinator,BHI Coordinator ID,Last Field Visit,Palliative Care NPI,Palliative Care Provider,Palliative Care Volume,SNP Volume,VA Patient Volume,Psychiatry Attending,Psychiatry Attending NPI,ISNP Provider,ISNP Provider NPI,Created,CMSCCN,,
Arbor Terrace of Asheville MC,,CP,6798005,,Bambi Anderson,Carolinas West,Lindsey Schulten,NULL,MC,Established,Yellow,arborTerraceOfAshevilleMC,3199 SWEETEN CREEK RD,Asheville,,North Carolina,28803,"Buncombe County, NC",(828) 681-5533,(828) 681-1610,NULL,NULL,,Joshua.Almeida@arborcompany.com,Mako,Thursday,Trident Care,NULL,NULL,3,2,3,2,3,3,0,0,3,0,0,0,0,3,0,0,0,NULL,3,0,NULL,70,17,1148,ECP,Tracie Wolfe,1336829811,"Tu, F Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Cody Knisley,1407696172,Th Q2W,NULL,NULL,NULL,,,,,,3/15/2024,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,Michael Greenfield,1154735264,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,Arbor Company,Chartpath,,,Stephanie Clemmons,stephanie.clemmons@arborcompany.com,Other,NULL,NULL,NULL,Joshua Almeida,Joshua.Almeida@arborcompany.com,RCD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Wendy Unick,wendy.unick@arborcompany.com,Administrator,NULL,NULL,NULL,Gina Israel,Gisrael@arborcompany.com,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1148,2909,ARBOR TERRACE OF ASHEVILLE MC,NULL,Jeff T. Hainsworth,1639437981,0,NULL,2,0,Elizabeth Giebel,NULL,NULL,NULL,NULL,Sarah Bridgwood ,NULL,00:00.0,NULL,XXX,0,0,0,Hans Stelmach,1356535991,NULL,NULL,7/17/2023 14:59,NULL,,
Mecklenburg Health & Rehabilitation,,NULL,NULL,,Bambi Anderson,Charlotte,Edrina Grant,NULL,SNF,Established,Green,1790317840,2415 Sandy Porter Road ,Charlotte ,,North Carolina,28273,"Mecklenburg County, NC",704-583-0430,704-583-0430,n/a,n/a,,texum@sanstonehealth.com ; aknox@sanstonehealth.com ; bgreig@sanstonehealth.com ; cgray@sanstonehealth.com,Meridian ,?,National Mobile X-Ray ,?,?,49,22,26,46,0,0,0,0,35,29,0,0,0,0,0,0,0,NULL,0,0,NULL,NULL,NULL,1577,Matrix,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Richzer Villamor,1851161830,Tu Q1W,NULL,NULL,NULL,,,,,,11/14/2023,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,n/a,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,n/a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,SANSTONE,NULL,,,Hunter Avery,NULL,SSD,NULL,NULL,NULL,NULL,NULL,Mandy Eggers DON,NULL,NULL,NULL,Alexa Knox,aknox@sanstonehealth.com,Admin,NULL,NULL,NULL,Amanda Eggers,aeggers@sanstonehealth.com,DON,NULL,NULL,NULL,"Elizabeth ""Ellie"" Behrens ",ebehrens@sanstonehealth.com,Med Records/MDS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1577,3433,MECKLENBURG HEALTH AND REHABILITATION,NULL,XXX,NULL,0,NULL,0,0,Bonnie Terry,Avendi Rx ,NULL,NULL,NULL,NULL,NULL,00:00.0,0,XXX,0,0,0,Hans Stelmach,1356535991,XXX,0,10/23/2023 12:15,345471,,
Lutheran Community Home,,CP,6805897,,Tiffany Johnson-Burnette,Southern Indiana,Cortney Hendress,NULL,SNF,Established,Green,1851333256,111 CHURCH AVE,SEYMOUR,,Indiana,47274,"Jackson County, IN",812-522-5927,(812) 522-2748,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,38,19,20,29,0,0,0,0,37,35,0,0,0,0,0,0,0,NULL,2,0,NULL,NULL,NULL,1022,NULL,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Sonya Taylor,1770267551,Tu Q1W,NULL,NULL,NULL,,,,,,NULL,NULL,Kevin Conlee,1548331747,NULL,Katherine Standiford,NULL,,,1568194462,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,INDEPENDENT,NULL,,,Karyn Fleetwood,kfleetwood@lutherancommhome.org,Executive Director,NULL,NULL,NULL,Crystal Bryant,cbryant@lutherancommhome.org,Social Worker,NULL,NULL,NULL,Samantha Robinson,srobinson@lutherancommhome.org,DON,NULL,NULL,NULL,Lauren Young,lyoung@lutherancommhome.org,ADON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1022,2745,LUTHERAN COMMUNITY HOME,NULL,XXX,NULL,0,NULL,0,0,Chelsea Shoots,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,TBD,1,NULL,NULL,7/17/2023 15:00,155715,,
Klondike Center,,CP,6798420,,Tiffany Johnson-Burnette,Northeast Kentucky,Margaret Wienclaw,NULL,SNFMD,Established,Green,1801909304,3802 Klondike Ln,Louisville,,Kentucky,40218,"Jefferson County, KY",5024521579,(502) 451-9310,NULL,NULL,,rseal@klondikehc.com; cblevins@klondikehc.com; tweaver@klondikehc.com,AHA,"M-F, STAT weekends",Trident Care,Insurance Base,Hosparus of Louisville,62,8,0,55,62,0,62,0,45,47,0,0,0,0,0,1,0,NULL,1,11,NULL,NULL,NULL,1037,PCC - integrated,Joan Shemwell,1609921758,Th Q1W,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,Joan Shemwell,Kristen Falls,1932446424,W Q1W,NULL,NULL,NULL,,,,,,4/9/2024,NULL,Ernesto Nillar-Fonseca,1508003195,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,Bluegrass/Encore,NULL,,,Candace Blevins,cblevins@klondikehc.com,DON,NULL,NULL,NULL,Mindy Sylvia,msylvia@klondikehc.com,ADON,NULL,NULL,NULL,Taylor Weaver SSD,tweaver@klondikehc.com,Send Schedules,NULL,NULL,NULL,Rick Seal - Administrator,rseal@klondikehc.com,Send Schedules,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1037,2762,KLONDIKE CENTER,NULL,Joan Shemwell,1609921758,1609921758,NULL,0,0,Kayla D. Saylor,Specialties,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,Kelly Butler,1518960681,NULL,NULL,7/17/2023 15:00,185333,,
Oakview Nursing and Rehab,,CP,6802427,,Tiffany Johnson-Burnette,Southwest Kentucky,Shaye Tomblinson,NULL,SNF,Established,Green,1619218385,10456 US-62,Calvert City,,Kentucky,42029,"Marshall County, KY",270-898-6288,270-898-1369,NULL,NULL,,social3.oakview@signaturehealthcarellc.com,facility orders,NULL,facility orders,NULL,NULL,50,39,38,49,0,0,0,0,50,38,0,0,0,0,0,0,0,NULL,0,0,NULL,NULL,NULL,1049,Matrix - Signature,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Kaitlin Overfield,1508468133,F Q1W,NULL,NULL,NULL,,,,,,7/22/2024,NULL,Steven Duff,1386128676,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,SIGNATURE HEALTH,Chartpath,,,Stacy Bullock,NULL,Administrator,NULL,NULL,NULL,Kim Hardman,staff5.oakview@shccs.com,SDC,NULL,NULL,NULL,Phyllis Long,don.oakview@signaturehealthcarellc.com,DON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1049,2782,OAKVIEW NURSING AND REHAB,staff5.oakview@shccs.com; don.oakview@signaturehealthcarellc.com,XXX,NULL,0,NULL,0,0,Kayla D. Saylor,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,TBD,1,NULL,NULL,7/17/2023 15:00,185195,,
Beaver Dam Nursing and Rehab,,CP,6806050,,Tiffany Johnson-Burnette,Southwest Kentucky,Shaye Tomblinson,NULL,SNF,Established,Green,1669543716,1595 S US HIGHWAY 231 Beaver Dam,BEAVER DAM,,Kentucky,42320,"Ohio County, KY",NULL,(270) 274-0484,NULL,NULL,,medrec@bdnrc.com ; SSD@bdnrc.com ; COO@BDNRC.com ,facility orders,NULL,facility orders,NULL,NULL,57,42,43,55,57,6,51,0,43,38,0,0,0,0,0,30,0,NULL,57,37,NULL,NULL,NULL,1048,PCC,Marta Bogdzia,1508618307,"Tu, Th Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,1/21/2025,,XXX,Rebekah Jarboe,1205724614,M Q1W,NULL,NULL,NULL,,,,,,NULL,NULL,Khrystin Ballenger,1366713364,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,PROVIDENCE LLC,NULL,,,Sue Daugherty,medrec@bdnrc.com,Med Recs,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mikah Fulton ,SSD@bdnrc.com,SSD,NULL,NULL,NULL,Deeana Phelps,COO@BDNRC.com,DON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1048,2781,BEAVER DAM NURSING AND REHAB,NULL,XXX,0,0,NULL,0,0,Kayla D. Saylor,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,TBD,1,NULL,NULL,7/17/2023 14:59,185334,,
Autumn Care of Cornelius,,CP,6806316,,Bambi Anderson,Charlotte,Edrina Grant,NULL,SNF,Established,Green,1376932889,19530 MT ZION PKWY,CORNELIUS,,North Carolina,28031,"Mecklenburg County, NC",704-997-2970 ,704-997-2971,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,19,0,0,14,0,0,0,0,0,19,0,0,0,0,0,0,0,NULL,0,0,NULL,NULL,NULL,1083,NULL,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,XXX,0,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,Gina Agostino,1962803676,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,SABER HEALTHCARE GROUP,Chartpath,,,Josh Wood,josh.wood@saberhealth.com,Administrator,NULL,NULL,NULL,Jasmin Ashford,jasmin.ashford@saberhealth.com,Director of Social Services,NULL,NULL,NULL,Joan Grohowski ,joan.grohowski@saberhealth.com,DON,NULL,NULL,NULL,Melissa Gordiano,NULL,MDS,NULL,NULL,NULL,Angie Hott - MDS,angela.hott@saberhealth.com,Other,NULL,NULL,NULL,Chelsea Benson- DON,chelsea.benson@saberhealth.com,Health and Wellness Director (HWD),NULL,NULL,NULL,1083,2846,AUTUMN CARE OF CORNELIUS,NULL,XXX,NULL,0,NULL,0,0,Bonnie Terry,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,XXX,0,NULL,NULL,7/17/2023 14:59,345567,,
ResCare - Country Club Group Home,,NULL,6808329,,Tammy Taschwer,Northwest Indiana,Madalene Beckner,NULL,IL,Established,Green,resCareValparaiso,101 E 90th Drive,Merrillville,,Indiana,46410,"Porter County, IN",2194621096,(877)768-4234,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,30,16,16,30,26,0,0,16,29,0,0,0,0,0,0,0,0,NULL,1,0,NULL,NULL,NULL,1038,NULL,Adaobi O’Gonuwe,1629469234,Th Q1W,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Lakisha Eskridge,1265232714,Th Q2W,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,INDEPENDENT,NULL,,,Nicole Frisby,Nicole.frisby@rescare.com,Administrator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1038,2764,RESCARE – COUNTRY CLUB GROUP HOME,NULL,NULL,NULL,0,NULL,5,0,Russelina Charnley,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,TBD,1,NULL,NULL,7/20/2023 12:16,NULL,,
Haven at Carolina Place,,CP,6797739,,Bambi Anderson,Charlotte,Edrina Grant,NULL,MC,Established,Yellow,1013564194,13150 Dorman Road,Pineville,,North Carolina,28134,"Mecklenburg County, NC",7045400155,(704) 540-5196,NULL,NULL,,NULL,Mako,3-Tuesday,QMX Mobile Xray,NULL,NULL,22,0,0,2,3,3,0,0,0,0,0,0,0,0,0,1,0,NULL,2,0,NULL,NULL,NULL,1230,NULL,Collins Fomunung,1124414750,W Q1W,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,XXX,0,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,Terra Bella,ECW,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1230,2993,HAVEN AT CAROLINA PLACE,NULL,TBD,1,0,NULL,0,0,Bonnie Terry,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,0,XXX,0,0,0,XXX,0,XXX,0,7/17/2023 15:00,NULL,,
Morningside of Raleigh,,CP,6797784,,Grayson Rhodes,Carolinas Southeast,Valerie Blouin-Hunter,NULL,AL/MC,Established,Green,morningsideOfRaleigh,801 DIXIE TRL,Raleigh,,North Carolina,27607,"Wake County, NC",(919) 828-5557,919-828-7252 ,NULL,NULL,,piwilliams@TerraBellaSeniorLiving.com ; Blanier@TerraBellaSeniorLiving.com,Mako,2-Monday,Trident Care,NULL,NULL,65,46,54,57,62,62,0,0,47,50,0,0,0,56,0,3,0,NULL,6,0,NULL,91,60,1360,No access,Ali Bennett,1710694088,Th Q1W & Tu Q2W,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Warren Hatt,1396480851,Tu Q1W,NULL,NULL,NULL,,,,,,NULL,NULL,China Gregory,1073123725,W Q1W,NULL,NULL,,,NULL,,NULL,,Andrea Gilroy,1013265495,,,Q2M,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NAVION,Chartpath,,,Pia Williams,piwilliams@TerraBellaSeniorLiving.com,NULL,NULL,NULL,NULL,Brandon Lanier,Blanier@TerraBellaSeniorLiving.com,Executive Director,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1360,3119,MORNINGSIDE,NULL,Stephanie Perry,1083796262,0,NULL,26,0,Jaleecia Morton,NULL,NULL,NULL,NULL,Katie Ellis,NULL,00:00.0,1275498594,Qi Zheng,6,0,0,Hans Stelmach,1356535991,NULL,NULL,7/17/2023 15:00,NULL,,
Covington Commons,,CP,6797903,,Tammy Taschwer,Northeast Indiana,Kara Younce,NULL,AL,Established,Green,1841365434,2601 Covington Commons Drive,Fort Wayne,,Indiana,46804,"Allen County, IN",260-432-1932,(260) 432-7740,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,75,48,53,71,73,67,0,6,23,30,0,0,0,0,0,2,2,NULL,55,0,NULL,126,90,1,NULL,Cathy Parker,1386661064,"M, W, F Q1W",NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Lisa Omo-Griffith,1629399696,M Q2W,NULL,NULL,NULL,,,,,,NULL,NULL,Corinne Rhoades,1649608639,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,Johnell Treesh-Valentine,1417256702,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,Five Star Residences,NULL,,,Carly Terhune,CovingtonCommonsDON@Tutera.com,DON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,34,COVINGTON COMMONS,NULL,Paul Kaplanis,1497860167,0,NULL,23,0,Russellina Charnley,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,TBD,1,NULL,NULL,7/17/2023 15:00,NULL,,
Wallace Gardens,,CP,6797849,,Grayson Rhodes,Carolinas Northeast,Leigh Cox Feranec,NULL,AL,Established,Green,1902098981,1052 NE Railroad Street,Wallace,,North Carolina,28466,"Duplin County, NC",9102857881,(910) 285-3525,NULL,NULL,, wallacegardensrcc@etcare.biz,Mako,4-Wednesday,Trident Care,Wellcare,NULL,38,23,32,32,38,38,0,0,0,0,0,0,0,0,0,10,0,NULL,30,0,NULL,NULL,NULL,1189,Caresuite,Jennifer Stakias,1437589710,W Q1W,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,XXX,0,NULL,NULL,NULL,NULL,,,,,,NULL,NULL,XXX,0,NULL,NULL,NULL,,,NULL,,NULL,,XXX,0,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,INDEPENDENT,ECW,,,Angela Imes,wallacegardens1@yahoo.com,Executive Director,NULL,NULL,NULL,Lynn Bryant,wallacegardensrcc@etcare.biz,Resident Care Coordinator (RCC),9104417650,NULL,M: 9104417650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1189,2952,WALLACE GARDENS,NULL,Stephanie Perry,1083796262,0,NULL,19,0,Haley Shaffer,NULL,NULL,NULL,NULL,NULL,NULL,00:00.0,1124883426,Donisia Germany,2,0,0,XXX,0,NULL,NULL,7/17/2023 15:00,NULL,,
Lewisport Manor,,CP,6801707,,Tiffany Johnson-Burnette,Southwest Kentucky,Shaye Tomblinson,NULL,AL,Established,Green,lewisportManor,1580 4TH ST,LEWISPORT,,Kentucky,42351,"Hancock County, KY",(270)295-4255,(270)295-7685,NULL,NULL,,brenda@lewisportmanorpch.com,Solaris,NULL,Express Mobile (Eventus orders),NULL,NULL,37,29,31,35,0,0,0,0,35,28,0,0,0,0,0,0,0,NULL,0,0,NULL,NULL,NULL,1106,Paper,XXX,0,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,NULL,,,,,NULL,,XXX,Amanda Stagg,1891561585,M Q2W,NULL,NULL,NULL,,,,,,4/11/2024,NULL,Jennifer Williams,1497917603,NULL,NULL,NULL,,,NULL,,NULL,,XXX,NULL,,,NULL,,,,XXX,,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,XXX,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,ELDERCARE PARTNERS,Chartpath,,,Brenda Conner ,brenda@lewisportmanorpch.com, Administrator,2709220858,NULL,NULL,Toni,toni@eldercarepartners.net,Regional Director,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1106,2861,OAKS PERSONAL CARE HOME OF LEWISPORT,NULL,XXX,NULL,0,NULL,0,0,Kayla D. Saylor,Bluegrass,NULL,NULL,NULL,NULL,NULL,00:00.0,NULL,XXX,0,0,0,TBD,1,NULL,NULL,7/17/2023 15:00,NULL,,
